10000,1,0.004189
10000,2,0.002398
10000,4,0.001641
10000,6,0.001659
10000,8,0.002536
10000,10,0.002512
10000,16,0.003870
10000,20,0.004249
10000,24,0.005763
10000,28,0.008730
10000,32,0.007011
10000,36,0.007616
10000,40,0.009006
10000,48,0.017159
